20221029-213617:16,0.7
20221029-213618:16,1.2
20221029-213619:16,1.8
20221029-213620:16,1.7
20221029-213621:16,0.8
20221029-213622:16,1.5
20221029-213623:16,1.2
20221029-213624:16,1.5
20221029-213625:16,1.1
20221029-213626:16,1.3
20221029-213627:16,1.0
20221029-213628:16,1.7
20221029-213629:16,1.0
20221029-213630:16,1.5
20221029-213631:16,1.6
20221029-213632:16,1.5
20221029-213633:16,1.8
20221029-213634:16,1.5
20221029-213635:16,1.2
20221029-213636:16,2.0
20221029-213637:16,1.3
20221029-213638:16,1.4
20221029-213639:16,1.8
20221029-213640:16,1.8
20221029-213641:16,1.3
20221029-213642:16,1.2
20221029-213643:16,1.7
20221029-213644:16,1.0
20221029-213645:16,1.4
20221029-213646:16,1.3
20221029-213647:16,1.2
20221029-213648:16,2.2
20221029-213649:16,1.3
20221029-213650:16,1.3
20221029-213651:16,1.5
20221029-213652:16,2.1
20221029-213653:16,1.6
20221029-213654:16,0.9
20221029-213655:16,1.4
20221029-213656:16,1.3
20221029-213657:16,1.8
20221029-213658:16,1.5
20221029-213659:16,1.8
20221029-213700:16,2.0
20221029-213701:16,1.7
20221029-213702:16,1.2
20221029-213703:16,1.8
20221029-213704:16,1.7
20221029-213705:16,1.2
20221029-213706:16,1.6
20221029-213707:16,1.0
20221029-213708:16,2.1
20221029-213709:16,1.0
20221029-213710:16,0.7
20221029-213711:16,1.3
20221029-213712:16,1.4
20221029-213713:16,1.3
20221029-213714:16,1.4
20221029-213715:16,1.7
20221029-213716:16,0.9
20221029-213717:16,1.4
20221029-213718:16,1.3
20221029-213719:16,1.3
20221029-213720:16,2.0
20221029-213721:16,1.1
20221029-213722:16,1.9
20221029-213723:16,1.0
20221029-213724:16,1.4
20221029-213725:16,1.2
20221029-213726:16,1.3
20221029-213727:16,0.9
20221029-213728:16,1.4
20221029-213729:16,1.1
20221029-213730:16,1.8
20221029-213731:16,1.7
20221029-213732:16,1.6
20221029-213733:16,1.9
20221029-213734:16,1.6
20221029-213735:16,1.3
20221029-213736:16,1.8
20221029-213737:16,1.8
20221029-213738:16,1.4
20221029-213739:16,1.1
20221029-213740:16,1.3
20221029-213741:16,1.4
20221029-213742:16,1.9
20221029-213743:16,1.4
20221029-213744:16,1.4
20221029-213745:16,2.2
20221029-213746:16,1.4
20221029-213747:16,1.5
20221029-213749:16,0.8
20221029-213750:16,1.1
20221029-213751:16,1.6
20221029-213752:16,1.7
20221029-213753:16,1.6
20221029-213754:16,1.5
20221029-213755:16,1.2
20221029-213756:16,1.5
20221029-213757:16,1.4
20221029-213758:16,2.6
20221029-213759:16,1.6
20221029-213800:16,1.1
20221029-213801:16,2.4
20221029-213802:16,0.7
20221029-213803:16,1.6
20221029-213804:16,1.3
20221029-213805:16,1.5
20221029-213806:16,1.7
20221029-213807:16,1.2
20221029-213808:16,1.8
20221029-213809:16,1.6
20221029-213810:16,1.7
20221029-213811:16,1.2
20221029-213812:16,1.4
20221029-213813:16,1.9
20221029-213814:16,1.5
20221029-213815:16,0.8
20221029-213816:16,1.0
20221029-213817:16,1.4
20221029-213818:16,1.7
20221029-213819:16,1.1
20221029-213820:16,1.4
20221029-213821:16,1.4
20221029-213822:16,1.1
20221029-213823:16,1.5
20221029-213824:16,1.5
20221029-213825:16,1.6
20221029-213826:16,1.8
20221029-213827:16,1.1
20221029-213828:16,1.4
20221029-213829:16,1.6
20221029-213830:16,1.4
20221029-213831:16,1.3
20221029-213832:16,1.8
20221029-213833:16,1.3
20221029-213834:16,1.3
20221029-213835:16,1.4
20221029-213836:16,1.2
20221029-213837:16,1.5
20221029-213838:16,1.6
20221029-213839:16,0.9
20221029-213840:16,1.1
20221029-213841:16,1.2
20221029-213842:16,0.9
20221029-213843:16,1.5
20221029-213844:16,1.1
20221029-213845:16,1.7
20221029-213846:16,1.7
20221029-213847:16,1.1
20221029-213848:16,1.7
20221029-213849:16,2.6
20221029-213850:16,1.1
20221029-213851:16,1.5
20221029-213852:16,1.6
20221029-213853:16,1.5
20221029-213854:16,1.9
20221029-213855:16,1.7
20221029-213856:16,1.6
20221029-213857:16,1.8
20221029-213858:16,1.9
20221029-213859:16,1.5
20221029-213900:16,1.0
20221029-213901:16,1.8
20221029-213902:16,1.8
20221029-213903:16,1.5
20221029-213904:16,1.4
20221029-213905:16,1.1
20221029-213906:16,1.5
20221029-213907:16,1.4
20221029-213908:16,1.4
20221029-213909:16,1.3
20221029-213910:16,0.8
20221029-213911:16,1.3
20221029-213912:16,1.0
20221029-213913:16,1.4
20221029-213914:16,2.0
20221029-213916:16,1.7
20221029-213917:16,1.8
20221029-213918:16,1.0
20221029-213919:16,1.5
20221029-213920:16,1.6
20221029-213921:16,1.3
20221029-213922:16,1.1
20221029-213923:16,1.3
20221029-213924:16,1.3
20221029-213925:16,1.3
20221029-213926:16,1.6
20221029-213927:16,1.2
20221029-213928:16,2.0
20221029-213929:16,1.3
20221029-213930:16,1.2
20221029-213931:16,1.7
20221029-213932:16,1.2
20221029-213933:16,1.0
20221029-213934:16,1.0
20221029-213935:16,1.5
20221029-213936:16,1.5
20221029-213937:16,1.7
20221029-213938:16,2.2
20221029-213939:16,1.1
20221029-213940:16,1.6
20221029-213941:16,1.9
20221029-213942:16,1.7
20221029-213943:16,1.3
20221029-213944:16,1.7
20221029-213945:16,1.2
20221029-213946:16,2.3
20221029-213947:16,1.7
20221029-213948:16,1.4
20221029-213949:16,1.7
20221029-213950:16,1.7
20221029-213951:16,1.6
20221029-213952:16,1.4
20221029-213953:16,1.0
20221029-213954:16,1.1
20221029-213955:16,1.6
20221029-213956:16,1.7
20221029-213957:16,1.3
20221029-213958:16,1.7
20221029-213959:16,1.9
20221029-214000:16,1.6
20221029-214001:16,0.9
20221029-214002:16,1.6
20221029-214003:16,1.1
20221029-214004:16,1.4
20221029-214005:16,1.3
20221029-214006:16,2.1
20221029-214007:16,1.4
20221029-214008:16,1.4
20221029-214009:16,1.3
20221029-214010:16,1.7
20221029-214011:16,1.3
20221029-214012:16,1.6
20221029-214013:16,1.2
20221029-214014:16,1.4
20221029-214015:16,1.5
20221029-214016:16,1.2
20221029-214017:16,0.6
20221029-214018:16,2.1
20221029-214019:16,1.1
20221029-214020:16,1.5
20221029-214021:16,1.3
20221029-214022:16,1.4
20221029-214023:16,4.4
20221029-214024:16,1.7
20221029-214025:16,4.0
20221029-214026:16,1.7
20221029-214027:16,1.6
20221029-214028:16,1.3
20221029-214029:16,1.6
20221029-214030:16,1.3
20221029-214031:16,1.4
20221029-214032:16,1.3
20221029-214033:16,0.8
20221029-214034:16,1.4
20221029-214035:16,1.7
20221029-214036:16,1.3
20221029-214037:16,1.4
20221029-214038:16,1.2
20221029-214039:16,1.6
20221029-214040:16,1.2
20221029-214041:16,1.1
20221029-214042:16,1.0
20221029-214043:16,1.5
20221029-214044:16,1.5
20221029-214045:16,1.6
20221029-214046:16,1.1
20221029-214047:16,1.0
20221029-214048:16,0.8
20221029-214049:16,1.5
20221029-214050:16,1.1
20221029-214051:16,1.9
20221029-214052:16,0.9
20221029-214053:16,1.1
20221029-214054:16,1.2
20221029-214056:16,1.7
20221029-214057:16,1.4
20221029-214058:16,1.4
20221029-214059:16,1.7
20221029-214100:16,1.5
20221029-214101:16,1.1
20221029-214102:16,1.5
20221029-214103:16,1.3
20221029-214104:16,1.5
20221029-214105:16,1.5
20221029-214106:16,1.2
20221029-214107:16,1.6
20221029-214108:16,2.0
20221029-214109:16,1.0
20221029-214110:16,1.7
20221029-214111:16,1.4
20221029-214112:16,1.6
20221029-214113:16,2.0
20221029-214114:16,2.0
20221029-214115:16,1.8
20221029-214116:16,1.7
20221029-214117:16,1.7
20221029-214118:16,1.5
20221029-214119:16,2.4
20221029-214120:16,1.7
20221029-214121:16,2.4
20221029-214122:16,1.5
20221029-214123:16,1.4
20221029-214124:16,1.2
20221029-214125:16,2.5
20221029-214126:16,1.4
20221029-214127:16,1.3
20221029-214128:16,1.3
20221029-214129:16,1.8
20221029-214130:16,1.3
20221029-214131:16,1.6
20221029-214132:16,1.5
20221029-214133:16,2.1
20221029-214134:16,1.8
20221029-214135:16,1.2
20221029-214136:16,2.2
20221029-214137:16,1.6
20221029-214138:16,1.5
20221029-214139:16,1.7
20221029-214140:16,1.6
20221029-214141:16,1.9
20221029-214142:16,1.4
20221029-214143:16,1.8
20221029-214144:16,1.9
20221029-214145:16,1.7
20221029-214146:16,1.4
20221029-214147:16,2.2
20221029-214148:16,2.4
20221029-214149:16,1.4
20221029-214150:16,1.2
20221029-214151:16,1.3
20221029-214152:16,1.7
20221029-214153:16,0.9
20221029-214154:16,1.8
20221029-214155:16,1.4
20221029-214156:16,1.4
20221029-214157:16,1.7
20221029-214158:16,1.5
20221029-214159:16,1.2
20221029-214200:16,2.6
20221029-214201:16,2.2
20221029-214202:16,1.0
20221029-214203:16,2.0
20221029-214204:16,1.7
20221029-214205:16,1.9
20221029-214206:16,1.5
20221029-214207:16,1.4
20221029-214208:16,1.8
20221029-214209:16,1.4
20221029-214210:16,1.3
20221029-214211:16,1.6
20221029-214212:16,1.6
20221029-214213:16,1.6
20221029-214214:16,1.1
20221029-214215:16,1.1
20221029-214216:16,1.3
20221029-214217:16,2.3
20221029-214218:16,1.9
20221029-214219:16,1.4
20221029-214220:16,1.5
20221029-214221:16,1.9
20221029-214222:16,1.5
20221029-214223:16,1.6
20221029-214224:16,2.0
20221029-214225:16,1.2
20221029-214226:16,0.8
20221029-214227:16,1.6
20221029-214228:16,1.8
20221029-214229:16,1.6
20221029-214230:16,1.7
20221029-214232:16,1.8
20221029-214233:16,1.2
20221029-214234:16,1.2
20221029-214235:16,1.3
20221029-214236:16,1.0
20221029-214237:16,1.2
20221029-214238:16,1.2
20221029-214239:16,1.8
20221029-214240:16,1.6
20221029-214241:16,1.2
20221029-214242:16,1.5
20221029-214243:16,1.4
20221029-214244:16,1.7
20221029-214245:16,1.4
20221029-214246:16,1.6
20221029-214247:16,1.7
20221029-214248:16,1.2
20221029-214249:16,1.6
20221029-214250:16,2.0
20221029-214251:16,1.4
20221029-214252:16,1.2
20221029-214253:16,1.9
20221029-214254:16,1.2
20221029-214255:16,1.3
20221029-214256:16,1.5
20221029-214257:16,1.5
20221029-214258:16,1.4
20221029-214259:16,1.2
20221029-214300:16,1.8
20221029-214301:16,1.3
20221029-214302:16,1.7
20221029-214303:16,1.3
20221029-214304:16,1.5
20221029-214305:16,1.1
20221029-214306:16,1.8
20221029-214307:16,1.1
20221029-214308:16,1.2
20221029-214309:16,1.3
20221029-214310:16,1.3
20221029-214311:16,1.4
20221029-214312:16,1.4
20221029-214313:16,1.4
20221029-214314:16,1.4
20221029-214315:16,1.1
20221029-214316:16,1.2
20221029-214317:16,1.4
20221029-214318:16,1.5
20221029-214319:16,1.6
20221029-214320:16,1.5
20221029-214321:16,1.6
20221029-214322:16,2.2
20221029-214323:16,1.9
20221029-214324:16,1.3
20221029-214325:16,1.5
20221029-214326:16,1.4
20221029-214327:16,1.7
20221029-214328:16,1.2
20221029-214329:16,1.5
20221029-214330:16,1.6
20221029-214331:16,1.2
20221029-214332:16,1.2
20221029-214333:16,1.3
20221029-214334:16,0.6
20221029-214335:16,2.0
20221029-214336:16,1.2
20221029-214337:16,1.3
20221029-214338:16,1.8
20221029-214339:16,0.8
20221029-214340:16,1.2
20221029-214341:16,1.3
20221029-214342:16,1.8
20221029-214343:16,2.4
20221029-214344:16,1.3
20221029-214345:16,1.6
20221029-214346:16,1.7
20221029-214347:16,2.0
20221029-214348:16,1.5
20221029-214349:16,1.1
20221029-214350:16,1.8
20221029-214351:16,1.3
20221029-214352:16,0.8
20221029-214353:16,1.4
20221029-214354:16,2.2
20221029-214355:16,1.0
20221029-214356:16,1.7
20221029-214357:16,1.6
20221029-214358:16,2.0
20221029-214359:16,1.2
20221029-214400:16,1.4
20221029-214401:16,0.9
20221029-214402:16,1.3
20221029-214403:16,1.3
20221029-214404:16,1.6
20221029-214405:16,1.1
20221029-214406:16,1.7
20221029-214407:16,1.7
20221029-214408:16,1.4
20221029-214409:16,1.9
20221029-214410:16,2.1
20221029-214411:16,1.6
20221029-214412:16,1.2
20221029-214413:16,1.6
20221029-214414:16,1.0
20221029-214416:16,1.8
20221029-214417:16,1.2
20221029-214418:16,1.4
20221029-214419:16,1.3
20221029-214420:16,1.7
20221029-214421:16,1.6
20221029-214422:16,1.5
20221029-214423:16,1.6
20221029-214424:16,1.0
20221029-214425:16,1.7
20221029-214426:16,1.2
20221029-214427:16,1.6
20221029-214428:16,1.8
20221029-214429:16,1.4
20221029-214430:16,1.3
20221029-214431:16,1.4
20221029-214432:16,1.6
20221029-214433:16,1.5
20221029-214434:16,1.5
20221029-214435:16,1.7
20221029-214436:16,1.8
20221029-214437:16,2.3
20221029-214438:16,1.5
20221029-214439:16,1.5
20221029-214440:16,0.8
20221029-214441:16,1.9
20221029-214442:16,1.7
20221029-214443:16,1.4
20221029-214444:16,1.7
20221029-214445:16,1.6
20221029-214446:16,1.5
20221029-214447:16,1.3
20221029-214448:16,1.4
20221029-214449:16,1.7
20221029-214450:16,2.0
20221029-214451:16,1.2
20221029-214452:16,1.3
20221029-214453:16,1.3
20221029-214454:16,1.7
20221029-214455:16,1.7
20221029-214456:16,1.7
20221029-214457:16,1.3
20221029-214458:16,1.9
20221029-214459:16,1.5
20221029-214500:16,1.1
20221029-214501:16,1.5
20221029-214502:16,1.6
20221029-214503:16,1.5
20221029-214504:16,1.3
20221029-214505:16,1.0
20221029-214506:16,1.3
20221029-214507:16,1.1
20221029-214508:16,1.2
20221029-214509:16,1.4
20221029-214510:16,2.0
20221029-214511:16,1.1
20221029-214512:16,1.4
20221029-214513:16,1.1
20221029-214514:16,1.8
20221029-214515:16,1.2
20221029-214516:16,1.3
20221029-214517:16,1.6
20221029-214518:16,1.2
20221029-214519:16,0.9
20221029-214520:16,1.2
20221029-214521:16,1.5
20221029-214522:16,1.5
20221029-214523:16,0.8
20221029-214524:16,1.1
20221029-214525:16,1.0
20221029-214526:16,1.4
20221029-214527:16,1.3
20221029-214528:16,1.6
20221029-214529:16,1.5
20221029-214530:16,1.5
20221029-214531:16,1.4
20221029-214532:16,1.2
20221029-214533:16,1.4
20221029-214534:16,1.3
20221029-214535:16,1.2
20221029-214536:16,1.5
20221029-214537:16,0.7
20221029-214538:16,1.5
20221029-214539:16,1.1
20221029-214540:16,1.4
20221029-214541:16,1.4
20221029-214542:16,1.5
20221029-214543:16,1.3
20221029-214544:16,1.0
20221029-214545:16,0.9
20221029-214546:16,1.4
20221029-214547:16,1.2
20221029-214549:16,1.6
20221029-214550:16,0.9
20221029-214551:16,1.9
20221029-214552:16,1.1
20221029-214553:16,0.9
20221029-214554:16,0.9
20221029-214555:16,2.5
20221029-214556:16,1.0
20221029-214557:16,1.1
20221029-214558:16,1.3
20221029-214559:16,1.8
20221029-214600:16,1.4
20221029-214601:16,1.5
20221029-214602:16,1.6
20221029-214603:16,1.6
20221029-214604:16,1.4
20221029-214605:16,1.9
20221029-214606:16,2.2
